FlowDataID,FlowReadingValue,FlowStationLocation,Region,StationName,Time
7346,1,"{'Description': 'Unknown', 'Direction': 'EB', 'Latitude': 47.951884574, 'Longitude': -122.101368445, 'MilePost': 5.04, 'RoadName': '002'}",Olympic,002es00504,/Date(1735940002000-0800)/
7347,1,"{'Description': 'Unknown', 'Direction': 'WB', 'Latitude': 47.951826258, 'Longitude': -122.101368203, 'MilePost': 5.04, 'RoadName': '002'}",Olympic,002es00504,/Date(1735940002000-0800)/
2414,1,"{'Description': 'SR 9 I/C', 'Direction': 'WB', 'Latitude': 47.951864915, 'Longitude': -122.101369618, 'MilePost': 5.04, 'RoadName': '002'}",Northwest,002es00504,/Date(1735940062000-0800)/
2452,1,"{'Description': 'SR 522 I/C', 'Direction': 'EB', 'Latitude': 47.862667141, 'Longitude': -121.982999567, 'MilePost': 14.29, 'RoadName': '002'}",Northwest,002es01429,/Date(1735940062000-0800)/
7419,1,"{'Description': 'Unknown', 'Direction': 'EB', 'Latitude': 47.862663571, 'Longitude': -121.982988805, 'MilePost': 14.29, 'RoadName': '002'}",Olympic,002es01429,/Date(1735940002000-0800)/
7420,1,"{'Description': 'Unknown', 'Direction': 'WB', 'Latitude': 47.862663571, 'Longitude': -121.982988805, 'MilePost': 14.29, 'RoadName': '002'}",Olympic,002es01429,/Date(1735940002000-0800)/
2453,1,"{'Description': 'SR 522 I/C', 'Direction': 'WB', 'Latitude': 47.862667141, 'Longitude': -121.982999567, 'MilePost': 14.29, 'RoadName': '002'}",Northwest,002es01429,/Date(1735940062000-0800)/
4695,1,"{'Description': 'Rice Rd', 'Direction': 'EB', 'Latitude': 47.868292287, 'Longitude': -121.774930301, 'MilePost': 24.3, 'RoadName': '002'}",Northwest,002es02430,/Date(1735940062000-0800)/
7579,1,"{'Description': 'Unknown', 'Direction': 'EB', 'Latitude': 47.868290779, 'Longitude': -121.774941952, 'MilePost': 24.3, 'RoadName': '002'}",Olympic,002es02430,/Date(1735940002000-0800)/
7580,1,"{'Description': 'Unknown', 'Direction': 'WB', 'Latitude': 47.868290779, 'Longitude': -121.774941952, 'MilePost': 24.3, 'RoadName': '002'}",Olympic,002es02430,/Date(1735940002000-0800)/
4696,2,"{'Description': 'Rice Rd', 'Direction': 'WB', 'Latitude': 47.868292287, 'Longitude': -121.774930301, 'MilePost': 24.3, 'RoadName': '002'}",Northwest,002es02430,/Date(1735940062000-0800)/
6098,0,"{'Description': 'InterstateBrdg', 'Direction': 'NB', 'Latitude': 45.622237, 'Longitude': -122.672445973, 'MilePost': 0.32, 'RoadName': '005'}",Southwest,005es00032,/Date(1735940062000-0800)/
6097,0,"{'Description': 'InterstateBrdg', 'Direction': 'SB', 'Latitude': 45.622329576, 'Longitude': -122.672717863, 'MilePost': 0.32, 'RoadName': '005'}",Southwest,005es00032,/Date(1735940062000-0800)/
5962,1,"{'Description': 'SR14', 'Direction': 'NB', 'Latitude': 45.623357949, 'Longitude': -122.671103721, 'MilePost': 0.42, 'RoadName': '005'}",Southwest,005es00042,/Date(1735940062000-0800)/
5963,1,"{'Description': 'SR14', 'Direction': 'SB', 'Latitude': 45.623492452, 'Longitude': -122.67124852, 'MilePost': 0.42, 'RoadName': '005'}",Southwest,005es00042,/Date(1735940062000-0800)/
4802,1,"{'Description': 'SR-14 Rmp Mtr', 'Direction': 'SB', 'Latitude': 45.623995815, 'Longitude': -122.670583031, 'MilePost': 0.45, 'RoadName': '005'}",Southwest,005es00045,/Date(1735940062000-0800)/
4639,1,"{'Description': 'Evergreen', 'Direction': 'NB', 'Latitude': 45.629063203, 'Longitude': -122.666337166, 'MilePost': 0.88, 'RoadName': '005'}",Southwest,005es00088,/Date(1735940062000-0800)/
4640,1,"{'Description': 'Evergreen', 'Direction': 'SB', 'Latitude': 45.62909175, 'Longitude': -122.66658695, 'MilePost': 0.88, 'RoadName': '005'}",Southwest,005es00088,/Date(1735940062000-0800)/
5965,1,"{'Description': 'Millplain Rmp Mt', 'Direction': 'SB', 'Latitude': 45.630035159, 'Longitude': -122.666022203, 'MilePost': 0.95, 'RoadName': '005'}",Southwest,005es00095,/Date(1735940062000-0800)/
7941,0,"{'Description': 'MP 1.23', 'Direction': 'NB', 'Latitude': 45.633803559, 'Longitude': -122.663485835, 'MilePost': 1.23, 'RoadName': '005'}",Southwest,005es00123,/Date(1735940062000-0800)/
7940,0,"{'Description': 'MP 1.23', 'Direction': 'SB', 'Latitude': 45.633856743, 'Longitude': -122.66370881, 'MilePost': 1.23, 'RoadName': '005'}",Southwest,005es00123,/Date(1735940062000-0800)/
4612,1,"{'Description': 'South of 4th Pln', 'Direction': 'NB', 'Latitude': 45.636344515, 'Longitude': -122.662112371, 'MilePost': 1.41, 'RoadName': '005'}",Southwest,005es00141,/Date(1735940062000-0800)/
4613,1,"{'Description': 'South of 4th Pln', 'Direction': 'SB', 'Latitude': 45.636286422, 'Longitude': -122.662373904, 'MilePost': 1.41, 'RoadName': '005'}",Southwest,005es00141,/Date(1735940062000-0800)/
5969,1,"{'Description': 'North of 4th Pln', 'Direction': 'NB', 'Latitude': 45.63950973, 'Longitude': -122.661762219, 'MilePost': 1.64, 'RoadName': '005'}",Southwest,005es00164,/Date(1735940062000-0800)/
5967,1,"{'Description': 'SB 4th Plain Rmp', 'Direction': 'SB', 'Latitude': 45.639520631, 'Longitude': -122.662035464, 'MilePost': 1.64, 'RoadName': '005'}",Southwest,005es00163,/Date(1735940062000-0800)/
5968,1,"{'Description': 'North of 4th Pln', 'Direction': 'SB', 'Latitude': 45.639520631, 'Longitude': -122.662035464, 'MilePost': 1.64, 'RoadName': '005'}",Southwest,005es00164,/Date(1735940062000-0800)/
7939,1,"{'Description': 'NB 4th Plain Rmp', 'Direction': 'NB', 'Latitude': 45.640229427, 'Longitude': -122.661747844, 'MilePost': 1.69, 'RoadName': '005'}",Southwest,005es00169,/Date(1735940062000-0800)/
7942,1,"{'Description': 'MP 1.70', 'Direction': 'NB', 'Latitude': 45.640373367, 'Longitude': -122.661744969, 'MilePost': 1.7, 'RoadName': '005'}",Southwest,005es00170,/Date(1735940062000-0800)/
7945,1,"{'Description': '29th St', 'Direction': 'NB', 'Latitude': 45.642100638, 'Longitude': -122.661710469, 'MilePost': 1.82, 'RoadName': '005'}",Southwest,005es00182,/Date(1735940062000-0800)/
7944,1,"{'Description': '29th St', 'Direction': 'SB', 'Latitude': 45.642140451, 'Longitude': -122.661989155, 'MilePost': 1.82, 'RoadName': '005'}",Southwest,005es00182,/Date(1735940062000-0800)/
5978,1,"{'Description': 'SR500', 'Direction': 'NB', 'Latitude': 45.646048369, 'Longitude': -122.66166413, 'MilePost': 2.09, 'RoadName': '005'}",Southwest,005es00209,/Date(1735940062000-0800)/
5977,1,"{'Description': 'SR500', 'Direction': 'SB', 'Latitude': 45.645965568, 'Longitude': -122.661894493, 'MilePost': 2.09, 'RoadName': '005'}",Southwest,005es00209,/Date(1735940062000-0800)/
4760,1,"{'Description': 'SR500 Rmp Meter', 'Direction': 'NB', 'Latitude': 45.646187571, 'Longitude': -122.661661565, 'MilePost': 2.1, 'RoadName': '005'}",Southwest,005es00210,/Date(1735940062000-0800)/
4761,1,"{'Description': 'SR500 Rmp Meter', 'Direction': 'SB', 'Latitude': 45.64736592, 'Longitude': -122.661860545, 'MilePost': 2.2, 'RoadName': '005'}",Southwest,005es00210,/Date(1735940062000-0800)/
4615,1,"{'Description': 'Kiggins', 'Direction': 'NB', 'Latitude': 45.652642708, 'Longitude': -122.662606831, 'MilePost': 2.55, 'RoadName': '005'}",Southwest,005es00255,/Date(1735940062000-0800)/
4614,1,"{'Description': 'Kiggins', 'Direction': 'SB', 'Latitude': 45.652576836, 'Longitude': -122.662796008, 'MilePost': 2.55, 'RoadName': '005'}",Southwest,005es00255,/Date(1735940062000-0800)/
5975,1,"{'Description': 'Main St Rmp Mt', 'Direction': 'SB', 'Latitude': 45.657960296, 'Longitude': -122.66499383, 'MilePost': 2.95, 'RoadName': '005'}",Southwest,005es00295,/Date(1735940062000-0800)/
5971,1,"{'Description': 'Main St', 'Direction': 'NB', 'Latitude': 45.658561699, 'Longitude': -122.665000505, 'MilePost': 2.97, 'RoadName': '005'}",Southwest,005es00297,/Date(1735940062000-0800)/
5970,1,"{'Description': 'Main St', 'Direction': 'SB', 'Latitude': 45.65824049, 'Longitude': -122.665104984, 'MilePost': 2.97, 'RoadName': '005'}",Southwest,005es00297,/Date(1735940062000-0800)/
6091,1,"{'Description': 'Main St North', 'Direction': 'NB', 'Latitude': 45.662491976, 'Longitude': -122.666609223, 'MilePost': 3.25, 'RoadName': '005'}",Southwest,005es00325,/Date(1735940062000-0800)/
6092,1,"{'Description': 'Main St North', 'Direction': 'SB', 'Latitude': 45.662466909, 'Longitude': -122.666805146, 'MilePost': 3.25, 'RoadName': '005'}",Southwest,005es00325,/Date(1735940062000-0800)/
4611,1,"{'Description': '63rd', 'Direction': 'NB', 'Latitude': 45.66977305, 'Longitude': -122.66533042, 'MilePost': 3.78, 'RoadName': '005'}",Southwest,005es00378,/Date(1735940062000-0800)/
4610,1,"{'Description': '63rd', 'Direction': 'SB', 'Latitude': 45.669819912, 'Longitude': -122.66552122, 'MilePost': 3.78, 'RoadName': '005'}",Southwest,005es00378,/Date(1735940062000-0800)/
5976,1,"{'Description': '78th St Rmp Mt', 'Direction': 'SB', 'Latitude': 45.67630899, 'Longitude': -122.664661108, 'MilePost': 4.24, 'RoadName': '005'}",Southwest,005es00424,/Date(1735940062000-0800)/
4641,1,"{'Description': '78th', 'Direction': 'NB', 'Latitude': 45.676431693, 'Longitude': -122.664437673, 'MilePost': 4.25, 'RoadName': '005'}",Southwest,005es00425,/Date(1735940062000-0800)/
4642,1,"{'Description': '78th', 'Direction': 'SB', 'Latitude': 45.676442875, 'Longitude': -122.664644817, 'MilePost': 4.25, 'RoadName': '005'}",Southwest,005es00425,/Date(1735940062000-0800)/
4670,1,"{'Description': '86th', 'Direction': 'NB', 'Latitude': 45.686318755, 'Longitude': -122.664247597, 'MilePost': 4.94, 'RoadName': '005'}",Southwest,005es00494,/Date(1735940062000-0800)/
4669,1,"{'Description': '86th', 'Direction': 'SB', 'Latitude': 45.686341207, 'Longitude': -122.664435735, 'MilePost': 4.94, 'RoadName': '005'}",Southwest,005es00494,/Date(1735940062000-0800)/
4661,1,"{'Description': '99th', 'Direction': 'NB', 'Latitude': 45.691173865, 'Longitude': -122.662149723, 'MilePost': 5.29, 'RoadName': '005'}",Southwest,005es00529,/Date(1735940062000-0800)/
4662,1,"{'Description': '99th', 'Direction': 'SB', 'Latitude': 45.691188799, 'Longitude': -122.662358573, 'MilePost': 5.29, 'RoadName': '005'}",Southwest,005es00529,/Date(1735940062000-0800)/
4608,1,"{'Description': 'Salmon Creek', 'Direction': 'NB', 'Latitude': 45.705123237, 'Longitude': -122.654860279, 'MilePost': 6.31, 'RoadName': '005'}",Southwest,005es00631,/Date(1735940062000-0800)/
4609,1,"{'Description': 'Salmon Creek', 'Direction': 'SB', 'Latitude': 45.705171, 'Longitude': -122.655013571, 'MilePost': 6.31, 'RoadName': '005'}",Southwest,005es00631,/Date(1735940062000-0800)/
5002,1,"{'Description': '129th', 'Direction': 'NB', 'Latitude': 45.713460756, 'Longitude': -122.653019476, 'MilePost': 6.89, 'RoadName': '005'}",Southwest,005es00689,/Date(1735940062000-0800)/
5003,1,"{'Description': '129th', 'Direction': 'SB', 'Latitude': 45.713378355, 'Longitude': -122.653161086, 'MilePost': 6.89, 'RoadName': '005'}",Southwest,005es00689,/Date(1735940062000-0800)/
4637,1,"{'Description': '134th', 'Direction': 'NB', 'Latitude': 45.719146069, 'Longitude': -122.655037997, 'MilePost': 7.3, 'RoadName': '005'}",Southwest,005es00730,/Date(1735940062000-0800)/
4638,1,"{'Description': '134th', 'Direction': 'SB', 'Latitude': 45.719135853, 'Longitude': -122.655188751, 'MilePost': 7.3, 'RoadName': '005'}",Southwest,005es00730,/Date(1735940062000-0800)/
5856,1,"{'Description': '139th', 'Direction': 'NB', 'Latitude': 45.722861761, 'Longitude': -122.654751741, 'MilePost': 7.56, 'RoadName': '005'}",Southwest,005es00756,/Date(1735940062000-0800)/
5857,2,"{'Description': '139th', 'Direction': 'SB', 'Latitude': 45.722827535, 'Longitude': -122.654919539, 'MilePost': 7.56, 'RoadName': '005'}",Southwest,005es00756,/Date(1735940062000-0800)/
4758,1,"{'Description': '154th', 'Direction': 'NB', 'Latitude': 45.73254636, 'Longitude': -122.656990499, 'MilePost': 8.24, 'RoadName': '005'}",Southwest,005es00824,/Date(1735940062000-0800)/
4759,1,"{'Description': '154th', 'Direction': 'SB', 'Latitude': 45.73254636, 'Longitude': -122.656990499, 'MilePost': 8.24, 'RoadName': '005'}",Southwest,005es00824,/Date(1735940062000-0800)/
4905,1,"{'Description': '159th', 'Direction': 'NB', 'Latitude': 45.740821628, 'Longitude': -122.659514181, 'MilePost': 8.83, 'RoadName': '005'}",Southwest,005es00883,/Date(1735940062000-0800)/
4906,1,"{'Description': '159th', 'Direction': 'SB', 'Latitude': 45.740795869, 'Longitude': -122.659835237, 'MilePost': 8.83, 'RoadName': '005'}",Southwest,005es00883,/Date(1735940062000-0800)/
4928,1,"{'Description': '179th ST NB', 'Direction': 'NB', 'Latitude': 45.754186762, 'Longitude': -122.663644313, 'MilePost': 9.76, 'RoadName': '005'}",Southwest,005es00976,/Date(1735940062000-0800)/
4929,1,"{'Description': '179th ST SB', 'Direction': 'SB', 'Latitude': 45.754415799, 'Longitude': -122.664040676, 'MilePost': 9.77, 'RoadName': '005'}",Southwest,005es00977,/Date(1735940062000-0800)/
4675,1,"{'Description': '199th ST NB', 'Direction': 'NB', 'Latitude': 45.768962757, 'Longitude': -122.668211646, 'MilePost': 10.8, 'RoadName': '005'}",Southwest,005es01080,/Date(1735940062000-0800)/
4676,1,"{'Description': '199th ST SB', 'Direction': 'SB', 'Latitude': 45.769105688, 'Longitude': -122.668645392, 'MilePost': 10.81, 'RoadName': '005'}",Southwest,005es01081,/Date(1735940062000-0800)/
5043,1,"{'Description': '209th', 'Direction': 'NB', 'Latitude': 45.772215733, 'Longitude': -122.669216009, 'MilePost': 11.03, 'RoadName': '005'}",Southwest,005es01103,/Date(1735940062000-0800)/
5042,1,"{'Description': '209th', 'Direction': 'SB', 'Latitude': 45.772180923, 'Longitude': -122.669870904, 'MilePost': 11.03, 'RoadName': '005'}",Southwest,005es01103,/Date(1735940062000-0800)/
4678,1,"{'Description': 'SR 502 NB', 'Direction': 'NB', 'Latitude': 45.781264978, 'Longitude': -122.672016882, 'MilePost': 11.67, 'RoadName': '005'}",Southwest,005es01167,/Date(1735940062000-0800)/
4674,1,"{'Description': 'SR 502 SB', 'Direction': 'SB', 'Latitude': 45.782697537, 'Longitude': -122.674174251, 'MilePost': 11.75, 'RoadName': '005'}",Southwest,005es01175,/Date(1735940062000-0800)/
4671,1,"{'Description': 'Carty Rd. NB', 'Direction': 'NB', 'Latitude': 45.792693836, 'Longitude': -122.675555924, 'MilePost': 12.48, 'RoadName': '005'}",Southwest,005es01248,/Date(1735940062000-0800)/
4672,1,"{'Description': 'Carty Rd. SB', 'Direction': 'SB', 'Latitude': 45.792769818, 'Longitude': -122.676095222, 'MilePost': 12.49, 'RoadName': '005'}",Southwest,005es01249,/Date(1735940062000-0800)/
4679,1,"{'Description': 'Dolan RD', 'Direction': 'NB', 'Latitude': 45.806219073, 'Longitude': -122.681255296, 'MilePost': 13.46, 'RoadName': '005'}",Southwest,005es01346,/Date(1735940062000-0800)/
4680,1,"{'Description': 'Dolan RD', 'Direction': 'SB', 'Latitude': 45.806127606, 'Longitude': -122.681674731, 'MilePost': 13.46, 'RoadName': '005'}",Southwest,005es01346,/Date(1735940062000-0800)/
4810,1,"{'Description': 'SR-501', 'Direction': 'NB', 'Latitude': 45.816315168, 'Longitude': -122.685945113, 'MilePost': 14.2, 'RoadName': '005'}",Southwest,005es01420,/Date(1735940062000-0800)/
4811,1,"{'Description': 'SR-501', 'Direction': 'SB', 'Latitude': 45.816297644, 'Longitude': -122.686386555, 'MilePost': 14.2, 'RoadName': '005'}",Southwest,005es01420,/Date(1735940062000-0800)/
4719,1,"{'Description': 'ACCESS GATE', 'Direction': 'NB', 'Latitude': 46.610832986, 'Longitude': -122.912372674, 'MilePost': 73.26, 'RoadName': '005'}",Southwest,005es07326,/Date(1735940062000-0800)/
4720,1,"{'Description': 'ACCESS GATE', 'Direction': 'SB', 'Latitude': 46.610689881, 'Longitude': -122.912542157, 'MilePost': 73.26, 'RoadName': '005'}",Southwest,005es07326,/Date(1735940062000-0800)/
4717,1,"{'Description': 'LABREE ROAD', 'Direction': 'NB', 'Latitude': 46.626946449, 'Longitude': -122.933495735, 'MilePost': 74.75, 'RoadName': '005'}",Southwest,005es07475,/Date(1735940062000-0800)/
4718,1,"{'Description': 'LABREE ROAD', 'Direction': 'SB', 'Latitude': 46.626829564, 'Longitude': -122.933697269, 'MilePost': 74.75, 'RoadName': '005'}",Southwest,005es07475,/Date(1735940062000-0800)/
4715,0,"{'Description': '13TH STREET', 'Direction': 'NB', 'Latitude': 46.645911116, 'Longitude': -122.95885179, 'MilePost': 76.54, 'RoadName': '005'}",Southwest,005es07654,/Date(1735940062000-0800)/
4716,0,"{'Description': '13TH STREET', 'Direction': 'SB', 'Latitude': 46.645827863, 'Longitude': -122.958938764, 'MilePost': 76.54, 'RoadName': '005'}",Southwest,005es07654,/Date(1735940062000-0800)/
5224,1,"{'Description': 'MELLEN CPLT OFF ', 'Direction': 'NB', 'Latitude': 46.698836426, 'Longitude': -122.971173694, 'MilePost': 80.76, 'RoadName': '005'}",Southwest,005es08076,/Date(1735940062000-0800)/
5225,1,"{'Description': 'MELLEN CPLT OFF ', 'Direction': 'SB', 'Latitude': 46.698836426, 'Longitude': -122.971173694, 'MilePost': 80.76, 'RoadName': '005'}",Southwest,005es08076,/Date(1735940062000-0800)/
5226,1,"{'Description': 'MELLEN ST', 'Direction': 'NB', 'Latitude': 46.706923169, 'Longitude': -122.973923552, 'MilePost': 81.32, 'RoadName': '005'}",Southwest,005es08167,/Date(1735940062000-0800)/
5831,1,"{'Description': 'Mellen Couplet', 'Direction': 'NB', 'Latitude': 46.706923169, 'Longitude': -122.973923552, 'MilePost': 81.32, 'RoadName': '005'}",Southwest,005es08132,/Date(1735940062000-0800)/
5227,1,"{'Description': 'MELLEN ST', 'Direction': 'SB', 'Latitude': 46.706923169, 'Longitude': -122.973923552, 'MilePost': 81.32, 'RoadName': '005'}",Southwest,005es08167,/Date(1735940062000-0800)/
5232,2,"{'Description': 'Mellen Couplet', 'Direction': 'SB', 'Latitude': 46.706923169, 'Longitude': -122.973923552, 'MilePost': 81.32, 'RoadName': '005'}",Southwest,005es08132,/Date(1735940062000-0800)/
5830,1,"{'Description': 'CDNB Harrison', 'Direction': 'NB', 'Latitude': 46.720488999, 'Longitude': -122.97645975, 'MilePost': 82.27, 'RoadName': '005'}",Southwest,005es08227,/Date(1735940062000-0800)/
5233,1,"{'Description': 'CDNB Harrison', 'Direction': 'SB', 'Latitude': 46.720488999, 'Longitude': -122.97645975, 'MilePost': 82.27, 'RoadName': '005'}",Southwest,005es08227,/Date(1735940062000-0800)/
5829,1,"{'Description': 'Harrison Ave', 'Direction': 'NB', 'Latitude': 46.727114739, 'Longitude': -122.976928242, 'MilePost': 82.74, 'RoadName': '005'}",Southwest,005es08274,/Date(1735940062000-0800)/
5234,1,"{'Description': 'Harrison Ave', 'Direction': 'SB', 'Latitude': 46.727114739, 'Longitude': -122.976928242, 'MilePost': 82.74, 'RoadName': '005'}",Southwest,005es08274,/Date(1735940062000-0800)/
5228,1,"{'Description': 'BLAKESLEE JCN', 'Direction': 'NB', 'Latitude': 46.742602432, 'Longitude': -122.978453469, 'MilePost': 83.85, 'RoadName': '005'}",Southwest,005es08385,/Date(1735940062000-0800)/
5229,1,"{'Description': 'BLAKESLEE JCN', 'Direction': 'SB', 'Latitude': 46.742602432, 'Longitude': -122.978453469, 'MilePost': 83.85, 'RoadName': '005'}",Southwest,005es08385,/Date(1735940062000-0800)/
5230,1,"{'Description': 'L/T COUNTY LINE', 'Direction': 'NB', 'Latitude': 46.765346651, 'Longitude': -122.992744968, 'MilePost': 85.57, 'RoadName': '005'}",Southwest,005es08557,/Date(1735940062000-0800)/
5231,1,"{'Description': 'L/T COUNTY LINE', 'Direction': 'SB', 'Latitude': 46.765346651, 'Longitude': -122.992744968, 'MilePost': 85.57, 'RoadName': '005'}",Southwest,005es08557,/Date(1735940062000-0800)/
4742,1,"{'Description': 'Great Wolf', 'Direction': 'NB', 'Latitude': 46.790339406, 'Longitude': -123.00804009, 'MilePost': 87.45, 'RoadName': '005'}",Olympic,005es08744,/Date(1735940002000-0800)/
4743,1,"{'Description': 'Great Wolf', 'Direction': 'SB', 'Latitude': 46.790384478, 'Longitude': -123.008323685, 'MilePost': 87.45, 'RoadName': '005'}",Olympic,005es08744,/Date(1735940002000-0800)/
4744,1,"{'Description': 'GrandMound NB ON', 'Direction': 'NB', 'Latitude': 46.803985798, 'Longitude': -123.006145598, 'MilePost': 88.45, 'RoadName': '005'}",Olympic,005es08845,/Date(1735940002000-0800)/
4745,1,"{'Description': 'GrandMound NB ON', 'Direction': 'SB', 'Latitude': 46.803971703, 'Longitude': -123.006416421, 'MilePost': 88.45, 'RoadName': '005'}",Olympic,005es08845,/Date(1735940002000-0800)/
4746,1,"{'Description': '188th Ave', 'Direction': 'NB', 'Latitude': 46.81507144, 'Longitude': -122.99951173, 'MilePost': 89.28, 'RoadName': '005'}",Olympic,005es08930,/Date(1735940002000-0800)/
4747,1,"{'Description': '188th Ave', 'Direction': 'SB', 'Latitude': 46.815103967, 'Longitude': -122.999772398, 'MilePost': 89.28, 'RoadName': '005'}",Olympic,005es08930,/Date(1735940002000-0800)/
4748,1,"{'Description': '183rd Ave', 'Direction': 'NB', 'Latitude': 46.825749186, 'Longitude': -122.993116958, 'MilePost': 90.08, 'RoadName': '005'}",Olympic,005es09008,/Date(1735940002000-0800)/
4749,1,"{'Description': '183rd Ave', 'Direction': 'SB', 'Latitude': 46.825788096, 'Longitude': -122.993384378, 'MilePost': 90.08, 'RoadName': '005'}",Olympic,005es09008,/Date(1735940002000-0800)/
4750,1,"{'Description': 'ScatterCrk NB ON', 'Direction': 'NB', 'Latitude': 46.842130738, 'Longitude': -122.983291083, 'MilePost': 91.29, 'RoadName': '005'}",Olympic,005es09127,/Date(1735940002000-0800)/
4751,1,"{'Description': 'ScatterCrk NB ON', 'Direction': 'SB', 'Latitude': 46.84208152, 'Longitude': -122.98361808, 'MilePost': 91.29, 'RoadName': '005'}",Olympic,005es09127,/Date(1735940002000-0800)/
4741,1,"{'Description': 'Goddard Rd', 'Direction': 'NB', 'Latitude': 46.853768769, 'Longitude': -122.976332994, 'MilePost': 92.16, 'RoadName': '005'}",Olympic,005es09209,/Date(1735940002000-0800)/
4740,1,"{'Description': 'Goddard Rd', 'Direction': 'SB', 'Latitude': 46.853721791, 'Longitude': -122.976639607, 'MilePost': 92.16, 'RoadName': '005'}",Olympic,005es09209,/Date(1735940002000-0800)/
4754,1,"{'Description': 'Maytown Rest A', 'Direction': 'NB', 'Latitude': 46.869344958, 'Longitude': -122.969504545, 'MilePost': 93.29, 'RoadName': '005'}",Olympic,005es09325,/Date(1735940002000-0800)/
4755,1,"{'Description': 'Maytown Rest A', 'Direction': 'SB', 'Latitude': 46.869260475, 'Longitude': -122.969811237, 'MilePost': 93.29, 'RoadName': '005'}",Olympic,005es09325,/Date(1735940002000-0800)/
4752,1,"{'Description': '143rd Ave SW', 'Direction': 'NB', 'Latitude': 46.882475609, 'Longitude': -122.965264721, 'MilePost': 94.22, 'RoadName': '005'}",Olympic,005es09423,/Date(1735940002000-0800)/
4753,1,"{'Description': '143rd Ave SW', 'Direction': 'SB', 'Latitude': 46.882476627, 'Longitude': -122.965571536, 'MilePost': 94.22, 'RoadName': '005'}",Olympic,005es09423,/Date(1735940002000-0800)/
4756,1,"{'Description': 'Maytown I/C', 'Direction': 'NB', 'Latitude': 46.897181898, 'Longitude': -122.960505907, 'MilePost': 95.26, 'RoadName': '005'}",Olympic,005es09526,/Date(1735940002000-0800)/
4757,1,"{'Description': 'Maytown I/C', 'Direction': 'SB', 'Latitude': 46.897210146, 'Longitude': -122.960764845, 'MilePost': 95.26, 'RoadName': '005'}",Olympic,005es09526,/Date(1735940002000-0800)/
2530,1,"{'Description': 'Tumwater Blvd', 'Direction': 'NB', 'Latitude': 46.986779545, 'Longitude': -122.921826512, 'MilePost': 101.77, 'RoadName': '005'}",Olympic,005es10177,/Date(1735940002000-0800)/
